icr_id,dimension,points,maximum,rationale,source_ids,locator,evidence_version
202411-1652-007,provenance,10,15,ECEC March2024 archive exact; federal pay cited but band inconsistent.,SRC-0017;SRC-0018,Items12–15 and footnotes,M1-1.0.0
202411-1652-007,segmentation,13,15,Claim and payment stages distinguished with subset overlap.,SRC-0017;SRC-0018,Item12,M1-1.0.0
202411-1652-007,labor,6,10,Direct civilian compensation is transparent; appropriateness for personal time not explained.,SRC-0017;SRC-0018,Item12,M1-1.0.0
202411-1652-007,item13,8,10,"Postage quantity and price explicit, but mail share conflicts with Item12 all-mail statement.",SRC-0017;SRC-0018,Item13,M1-1.0.0
202411-1652-007,item14,6,10,FTE and annual salary reconstruct344209; stale283225 and E/F-band mismatch.,SRC-0017;SRC-0018,Item14,M1-1.0.0
202411-1652-007,item15,4,10,Direction explained but old/new response-hour-cost bridge absent in statement; package supplies deltas.,SRC-0017;SRC-0018,Item15,M1-1.0.0
202411-1652-007,validation,2,5,Historical claims counts asserted; no direct timing validation.,SRC-0017;SRC-0018,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202411-1652-007,consistency,1,5,Federal total and mailing statements conflict.,SRC-0017;SRC-0018,Items12–15 and ROCIS summary,M1-1.0.0
202411-2070-003,reproducibility,18,20,"Counts,constant burdens andratios reconstruct total; FormA formula labelsforms instead ofchemicals.",SRC-0061;SRC-0062,Item12,M1-1.0.0
202411-2070-003,provenance,10,15,"Specific RBBM2011 reference,2023ECEC andadministrative counts; inheritedconstants need independent revalidation.",SRC-0061;SRC-0062,Items12–15 and footnotes,M1-1.0.0
202411-2070-003,segmentation,14,15,"Forms,chemicals,facilities andnonreporters distinct; facility distributions expose heterogeneity.",SRC-0061;SRC-0062,Item12,M1-1.0.0
202411-2070-003,labor,8,10,"Separate wages,benefits,20%overhead and3/89/8 mix; overhead andweights inherited.",SRC-0061;SRC-0062,Item12,M1-1.0.0
202411-2070-003,item13,6,10,Zero directly attributable capital/O&M asserted; more scope rationale desirable.,SRC-0061;SRC-0062,Item13,M1-1.0.0
202411-2070-003,item14,7,10,"Actualheadcounts,GS13/1 andnonFTE categories; gross costs reconstruct,load components notfully exposed.",SRC-0061;SRC-0062,Item14,M1-1.0.0
202411-2070-003,item15,6,10,Consolidated rules and13442notification hours described; no complete driver bridge.,SRC-0061;SRC-0062,Item15,M1-1.0.0
202411-2070-003,validation,3,5,Observed filing distributions; legacyburden calibration remains critical.,SRC-0061;SRC-0062,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202411-2070-003,consistency,3,5,"Minor rounding,onechemical count discrepancy,forms-versus-chemicals equationlabel error.",SRC-0061;SRC-0062,Items12–15 and ROCIS summary,M1-1.0.0
202412-1205-002,reproducibility,18,20,Four report/record equations reproduce7314hours; upper-bound universe explicit.,SRC-0143;SRC-0144,Item12,M1-1.0.0
202412-1205-002,provenance,11,15,"FY2025 UI grant advisory, accounting salary and1711 productive hours identified.",SRC-0143;SRC-0144,Items12–15 and footnotes,M1-1.0.0
202412-1205-002,segmentation,12,15,"Regular, extended-benefit, short-time compensation and its records separated.",SRC-0143;SRC-0144,Item12,M1-1.0.0
202412-1205-002,labor,8,10,"Program-specific compensation divided by productive hours, clear rounding; fiscal-year label inconsistent.",SRC-0143;SRC-0144,Item12,M1-1.0.0
202412-1205-002,item13,6,10,Established systems support zero startup; federally funded cost is not itself proof of zero respondent resource cost.,SRC-0143;SRC-0144,Item13,M1-1.0.0
202412-1205-002,item14,7,10,Shared920436.80 system allocated across30ICRs; equal-share assumption explicit though not workload-based.,SRC-0143;SRC-0144,Item14,M1-1.0.0
202412-1205-002,item15,8,10,"Regular report2->2.5hours gives318-hour program effect, other rows stable.",SRC-0143;SRC-0144,Item15,M1-1.0.0
202412-1205-002,validation,3,5,"State consultation and program accounting, but no observed timing distribution.",SRC-0143;SRC-0144,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202412-1205-002,consistency,4,5,Main totals agree; recordkeeping counted as additional response and FY2024/25 prose conflict.,SRC-0143;SRC-0144,Items12–15 and ROCIS summary,M1-1.0.0
202412-1652-001,reproducibility,18,20,Ten activity tables and rates reconstruct most burden; conflicts in compensation and fees.,SRC-0175;SRC-0176,Item12,M1-1.0.0
202412-1652-001,provenance,11,15,Precise2023OEWS/June2024ECEC citations and TSA2024pay; fees still2011/2019basis.,SRC-0175;SRC-0176,Items12–15 and footnotes,M1-1.0.0
202412-1652-001,segmentation,15,15,"Programs, amendment types, applicants, data entry and records separated.",SRC-0175;SRC-0176,Item12,M1-1.0.0
202412-1652-001,labor,5,10,"Ratio loading transparent, but applicant footnote50.19 conflicts with34.48 used and overlapping SOC aggregates not weighted explicitly.",SRC-0175;SRC-0176,Item12,M1-1.0.0
202412-1652-001,item13,6,10,CHRC price from historical range/GDPdeflator; current validation absent.,SRC-0175;SRC-0176,Item13,M1-1.0.0
202412-1652-001,item14,8,10,"435airports*28.5hours*H-band rate, source annual compensation and2087denominator explicit.",SRC-0175;SRC-0176,Item14,M1-1.0.0
202412-1652-001,item15,4,10,"Only qualitative updates, no old/new quantified bridge.",SRC-0175;SRC-0176,Item15,M1-1.0.0
202412-1652-001,validation,2,5,TSA subject-matter estimates; no accessible timing tests or ranges for dominant activities.,SRC-0175;SRC-0176,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202412-1652-001,consistency,2,5,Labor footnotes conflict with tables; fee mismatch and respondent-unit terminology.,SRC-0175;SRC-0176,Items12–15 and ROCIS summary,M1-1.0.0
202412-3170-001,reproducibility,17,20,Seven population-times rows reconstruct total hours; underlying task times not decomposed.,SRC-0045;SRC-0046,Item12,M1-1.0.0
202412-3170-001,provenance,3,15,"Vendor midpoint, population, hours and labor prices not adequately sourced in Items12–15.",SRC-0045;SRC-0046,Items12–15 and footnotes,M1-1.0.0
202412-3170-001,segmentation,13,15,Providers versus third parties and startup versus ongoing meaningful; outsourcing split requires overlap check.,SRC-0045;SRC-0046,Item12,M1-1.0.0
202412-3170-001,labor,0,10,No respondent labor-dollar estimate or wage methodology in retrieved Item12.,SRC-0045;SRC-0046,Item12,M1-1.0.0
202412-3170-001,item13,5,10,Vendor scope allocation explicit; table reverses one-time versus ongoing relative to prose; annualization horizon unclear.,SRC-0045;SRC-0046,Item13,M1-1.0.0
202412-3170-001,item14,7,10,Zero because Bureau receives no data; oversight and incremental systems scope not addressed.,SRC-0045;SRC-0046,Item14,M1-1.0.0
202412-3170-001,item15,6,10,New collection identified but no complete zero-to-new annualized bridge.,SRC-0045;SRC-0046,Item15,M1-1.0.0
202412-3170-001,validation,2,5,Acknowledges vendor economies of scale; no quantified timing validation.,SRC-0045;SRC-0046,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202412-3170-001,consistency,1,5,Item13 one-time/ongoing assignment reverses; response total sums obligation events while unique entities separate.,SRC-0045;SRC-0046,Items12–15 and ROCIS summary,M1-1.0.0
202501-1210-006,reproducibility,19,20,"Small model exposes plans, participants, preparation and mailing time; display rounds total hours.",SRC-0085;SRC-0086,Item12,M1-1.0.0
202501-1210-006,provenance,11,15,"Investigation counts 2019–2024, postage and agency labor methodology cited; electronic shares inherited.",SRC-0085;SRC-0086,Items12–15 and footnotes,M1-1.0.0
202501-1210-006,segmentation,12,15,Preparation and paper distribution separated proportionately.,SRC-0085;SRC-0086,Item12,M1-1.0.0
202501-1210-006,labor,7,10,Accountant/clerk costs linked to EBSA common methodology; current rate derivation not reproduced locally.,SRC-0085;SRC-0086,Item12,M1-1.0.0
202501-1210-006,item13,9,10,"Mail volume, page price and postage are explicit; zero capital follows existing settlement process.",SRC-0085;SRC-0086,Item13,M1-1.0.0
202501-1210-006,item14,9,10,Explains no additional government cost within an existing settlement process.,SRC-0085;SRC-0086,Item14,M1-1.0.0
202501-1210-006,item15,7,10,Old/new totals and drivers supplied; no isolated decomposition for electronic delivery versus population.,SRC-0085;SRC-0086,Item15,M1-1.0.0
202501-1210-006,validation,4,5,13 observed investigations over six years support conservative rounding from 2.2 to 3 plans.,SRC-0085;SRC-0086,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202501-1210-006,consistency,4,5,Formula label omits postage factor but numerical cost includes it; rounded hours explain apparent discrepancy.,SRC-0085;SRC-0086,Items12–15 and ROCIS summary,M1-1.0.0
202502-0960-015,reproducibility,14,20,"Form/modeburden,wait/travel/learningtablesvisible; totalsandscopefailreconciliation.",SRC-0177;SRC-0178,Item12,M1-1.0.0
202502-0960-015,provenance,9,15,"ManagementdataFY2025,wagegenericBLSandOIRAtravelproxy; coefficientsnotpublic.",SRC-0177;SRC-0178,Items12–15 and footnotes,M1-1.0.0
202502-0960-015,segmentation,15,15,Threeapplicationsandpaper/phone/office/internet/thirdpartysegmented.,SRC-0177;SRC-0178,Item12,M1-1.0.0
202502-0960-015,labor,5,10,Generalmeanwage31.48usedasopportunitycost; noage/employmentmatch.,SRC-0177;SRC-0178,Item12,M1-1.0.0
202502-0960-015,item13,8,10,Nofeesorrequiredpurchasesreasonableforbenefitapplication;travelresourcecostnotpriced.,SRC-0177;SRC-0178,Item13,M1-1.0.0
202502-0960-015,item14,3,10,5.763billioncategorieswithGS9formula butnohours/rate; cannotreproduce.,SRC-0177;SRC-0178,Item14,M1-1.0.0
202502-0960-015,item15,6,10,Oldnewformhoursandresponsesgiven;ROCISscopebridgewrong.,SRC-0177;SRC-0178,Item15,M1-1.0.0
202502-0960-015,validation,3,5,Actualinterviewexperienceandspatialtravelproxy; limitationsacknowledgedbutpopulationmappingfails.,SRC-0177;SRC-0178,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202502-0960-015,consistency,1,5,4milliontravelrespondentsversus70718officemodalities;ROCISandfullcosthoursscopesconflict.,SRC-0177;SRC-0178,Items12–15 and ROCIS summary,M1-1.0.0
202502-2040-002,reproducibility,16,20,Accessible five-sheet formula workbook reconstructs detailed totals;rate-period and narrative mismatches prevent full credit.,SRC-0019;SRC-0020;SRC-0023,Item12,M1-1.0.0
202502-2040-002,provenance,11,15,"Administrative NOI data,NOAA rainfall,prior economic analysis,ECEC and OPM identified;some source/input inconsistencies.",SRC-0019;SRC-0020;SRC-0023,Items12–15 and footnotes,M1-1.0.0
202502-2040-002,segmentation,15,15,"Size,ESA consultation,dewatering,sensitive waters,reporting/recordkeeping and government activities distinguished.",SRC-0019;SRC-0020;SRC-0023,Item12,M1-1.0.0
202502-2040-002,labor,7,10,Direct ECEC management/professional compensation73.47 transparent;role mix and broad average not fully justified.,SRC-0019;SRC-0020;SRC-0023,Item12,M1-1.0.0
202502-2040-002,item13,5,10,Meter retail-price survey and calibration allocation useful;annual procurement versus divide-by-three conflicts.,SRC-0019;SRC-0020;SRC-0023,Item13,M1-1.0.0
202502-2040-002,item14,6,10,Workload formula workbook available;quarterly respondent reports but annual federal reviews count835 not3340.,SRC-0019;SRC-0020;SRC-0023,Item14,M1-1.0.0
202502-2040-002,item15,6,10,2017 program baseline and prior renewal baseline coexist;old/new population and rates stated but bases not consistently labeled.,SRC-0019;SRC-0020;SRC-0023,Item15,M1-1.0.0
202502-2040-002,validation,4,5,Administrative segmentation and rainfall basis strengthen assumptions;one-year asset replacement and proxies underjustified.,SRC-0019;SRC-0020;SRC-0023,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202502-2040-002,consistency,1,5,Workbook23% versus prose25%;capital annualization conflict;unit conversion errors and reversed ratio formula.,SRC-0019;SRC-0020;SRC-0023,Items12–15 and ROCIS summary,M1-1.0.0
202502-2060-039,reproducibility,16,20,Task/role equations reconstruct hours; federal sum and nonlaborunitcostsconflict.,SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Item12,M1-1.0.0
202502-2060-039,provenance,10,15,"ECEC2023,OPM2024/2023conflict and2017costmemoidentified.",SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Items12–15 and footnotes,M1-1.0.0
202502-2060-039,segmentation,13,15,"Monitoring, reporting, records and equipment components explicit.",SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Item12,M1-1.0.0
202502-2060-039,labor,5,10,ECEC totalcomp multiplied2.1 forindustryvariation/overhead withoutempiricalfactor support.,SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Item12,M1-1.0.0
202502-2060-039,item13,5,10,Ten-yearlife/7%methodidentified butrecenttablemixesannualizedcapital andO&M; RATArateconflict.,SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Item13,M1-1.0.0
202502-2060-039,item14,6,10,GSgrades andtaskhours explicit; annualsummarycostomittedfromtotal.,SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Item14,M1-1.0.0
202502-2060-039,item15,7,10,Nohour/nonlaborchange andwageupdate stated.,SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Item15,M1-1.0.0
202502-2060-039,validation,3,5,Historicalcostmodelandfour knownfacilities; currentprices/validationlimited.,SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202502-2060-039,consistency,2,5,Federalcost andRATA unitprice conflicts; sourcecostscopenotcleanlymapped.,SRC-0145;SRC-0146;SRC-0160;SRC-0161;SRC-0162,Items12–15 and ROCIS summary,M1-1.0.0
202502-3235-014,reproducibility,18,20,"Filers, frequency and response hours reproduce rounded total.",SRC-0087;SRC-0088,Item12,M1-1.0.0
202502-3235-014,provenance,5,15,Administrative filing estimate; unit burden and purchased-service rate not supported with precise evidence.,SRC-0087;SRC-0088,Items12–15 and footnotes,M1-1.0.0
202502-3235-014,segmentation,10,15,Filers and recurring filings modeled; limited complexity differentiation.,SRC-0087;SRC-0088,Item12,M1-1.0.0
202502-3235-014,labor,0,10,Complete Item 12 omits labor monetization.,SRC-0087;SRC-0088,Item12,M1-1.0.0
202502-3235-014,item13,5,10,Software and filing cost per response disclosed but unit price is not sourced.,SRC-0087;SRC-0088,Item13,M1-1.0.0
202502-3235-014,item14,0,10,"Item 14 explicitly defers estimates while SEC revises its methodology; this is missing, not zero.",SRC-0087;SRC-0088,Item14,M1-1.0.0
202502-3235-014,item15,9,10,"Prior/current responses, hours and nonlabor costs reconcile exactly.",SRC-0087;SRC-0088,Item15,M1-1.0.0
202502-3235-014,validation,2,5,Agency experience rather than measured timing; estimates explicitly for PRA.,SRC-0087;SRC-0088,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202502-3235-014,consistency,4,5,Displayed averages reproduce totals within rounding and change arithmetic is exact.,SRC-0087;SRC-0088,Items12–15 and ROCIS summary,M1-1.0.0
202503-3060-020,reproducibility,19,20,Eighttask equations reconstruct15175hours and1045739labor;uniqueversusmultipleobligations explicit.,SRC-0063;SRC-0064,Item12,M1-1.0.0
202503-3060-020,provenance,8,15,"GSproxy and125professionalrate disclosed, weaksourceforlatter; rule/consultationrecord extensive.",SRC-0063;SRC-0064,Items12–15 and footnotes,M1-1.0.0
202503-3060-020,segmentation,14,15,"Newandexisting obligations,waivers,pricingplans andprovider types distinguished.",SRC-0063;SRC-0064,Item12,M1-1.0.0
202503-3060-020,labor,4,10,GS13/5proxy65.48 and125officerrate; benefitandtaskmixvalidationlimited.,SRC-0063;SRC-0064,Item12,M1-1.0.0
202503-3060-020,item13,8,10,Zero additionalcapital explicitly defendedagainstpubliccomment; supportforsoftwareimplementationboundarystilllimited.,SRC-0063;SRC-0064,Item13,M1-1.0.0
202503-3060-020,item14,5,10,ExistingECFS noadditionalprocessingresources asserted; substantiveanalysiscostnotquantified.,SRC-0063;SRC-0064,Item14,M1-1.0.0
202503-3060-020,item15,10,10,6690+5900+1760+825=15175; public-noticebaseline17555 reduced2380 withspecificdrivers.,SRC-0063;SRC-0064,Item15,M1-1.0.0
202503-3060-020,validation,4,5,"Substantiveindustrychallengeandresponse; reduceswaiver240to100anddisability80to40, butnotmeasuredtiming.",SRC-0063;SRC-0064,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202503-3060-020,consistency,4,5,Totalsandbridgesexact; assumptionqualityseparatefromarithmetic.,SRC-0063;SRC-0064,Items12–15 and ROCIS summary,M1-1.0.0
202504-1004-001,reproducibility,16,20,"CFR activity table shows every respondent workload, but removed20-hour row remains.",SRC-0147;SRC-0148,Item12,M1-1.0.0
202504-1004-001,provenance,10,15,"SOC codes,2025RUS pay, fee rule and historical fees cited; wage vintage not fixed.",SRC-0147;SRC-0148,Items12–15 and footnotes,M1-1.0.0
202504-1004-001,segmentation,14,15,32 obligations and10/80/10 occupational mix; one mix reused across all tasks.,SRC-0147;SRC-0148,Item12,M1-1.0.0
202504-1004-001,labor,7,10,"Explicit weighted labor, but text1.3 versus table1.4 benefits conflict.",SRC-0147;SRC-0148,Item12,M1-1.0.0
202504-1004-001,item13,7,10,Fixed fees and case-specific historical average fees distinguished; some stale rows.,SRC-0147;SRC-0148,Item13,M1-1.0.0
202504-1004-001,item14,5,10,"Federal grades/weights and task hours explicit, but most dollars retain64.29 despite74.27 displayed.",SRC-0147;SRC-0148,Item14,M1-1.0.0
202504-1004-001,item15,9,10,Exact three-measure baseline/program/adjustment bridge; implementation tables not fully updated.,SRC-0147;SRC-0148,Item15,M1-1.0.0
202504-1004-001,validation,3,5,"Respondent consultation and experienced workload estimates, no measured timing data.",SRC-0147;SRC-0148,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202504-1004-001,consistency,2,5,Deleted obligation retained and widespread federal cost-rate mismatch.,SRC-0147;SRC-0148,Items12–15 and ROCIS summary,M1-1.0.0
202504-1652-008,reproducibility,18,20,Three-year cohort/pathway tables reconstruct totals; early time rounding and labels conflict.,SRC-0179;SRC-0180,Item12,M1-1.0.0
202504-1652-008,provenance,11,15,"Historical TWIC population, exactOEWSandECEC references; forecasts and data-selection details less accessible.",SRC-0179;SRC-0180,Items12–15 and footnotes,M1-1.0.0
202504-1652-008,segmentation,15,15,"New/comparable/renewal/replacement, online/inperson, pickup, appeals and surveys separated.",SRC-0179;SRC-0180,Item12,M1-1.0.0
202504-1652-008,labor,6,10,Seven wage populations andratio loading explicit; nationaltruckdriver majority weakTWICrepresentativeness; inverted equation label.,SRC-0179;SRC-0180,Item12,M1-1.0.0
202504-1652-008,item13,8,10,"Fee schedules and reduced-fee cohorts explicit, appeal copies separated.",SRC-0179;SRC-0180,Item13,M1-1.0.0
202504-1652-008,item14,5,10,"Federal cost equated with fee revenue, not resource workload; revenue-model scope acknowledged.",SRC-0179;SRC-0180,Item14,M1-1.0.0
202504-1652-008,item15,6,10,"Old/new hours/respondents andfeechange, no driver-level dollar/hour decomposition.",SRC-0179;SRC-0180,Item15,M1-1.0.0
202504-1652-008,validation,3,5,Administrative disqualification andusage shares; six-hour appeal assumption lacks evidence.,SRC-0179;SRC-0180,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202504-1652-008,consistency,3,5,Core totals largelyreconcile; survey/appeal respondents duplicated as uniquepeople and severalfee-count labels wrong.,SRC-0179;SRC-0180,Items12–15 and ROCIS summary,M1-1.0.0
202504-1902-007,reproducibility,18,20,"Three activity rows expose populations, frequencies and hours; their sum is exactly57,973.",SRC-0065;SRC-0066,Item12,M1-1.0.0
202504-1902-007,provenance,8,15,"Actualfilerbasis,2024FERCsalary andBLSclerk source; BLSvintage/load notderived.",SRC-0065;SRC-0066,Items12–15 and footnotes,M1-1.0.0
202504-1902-007,segmentation,13,15,Reporter versusrepresentedcompany correction useful; recordkeeping distinct.,SRC-0065;SRC-0066,Item12,M1-1.0.0
202504-1902-007,labor,5,10,Federalaveragepayproxy justified generically;39.53fileclerkrate withbenefitsnotderived.,SRC-0065;SRC-0066,Item12,M1-1.0.0
202504-1902-007,item13,6,10,1GB*10*51=510 transparent; marketpriceexamples mismatchunitpriceconservatism unexplained.,SRC-0065;SRC-0066,Item13,M1-1.0.0
202504-1902-007,item14,7,10,FTEsalary plusPRAadmin allowance;8369basisnotbottomup andtwofiledcollectionsfor3ICs unexplained.,SRC-0065;SRC-0066,Item14,M1-1.0.0
202504-1902-007,item15,8,10,Detailedoldnewrows andcountmethodchange; costrow calledROCIScost butcontainslabor.,SRC-0065;SRC-0066,Item15,M1-1.0.0
202504-1902-007,validation,2,5,Observedfilers supportcounts; no1080hourrecordkeeping validation.,SRC-0065;SRC-0066,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202504-1902-007,consistency,2,5,Item15 laborcost mislabeledROCISannualcost; newhoursrowssum57973 but componentreported earlier55080+2886+7=57973.,SRC-0065;SRC-0066,Items12–15 and ROCIS summary,M1-1.0.0
202504-2060-006,reproducibility,16,20,"Detailed task/technology model and aggregate totals, but federal subtable inconsistencies.",SRC-0130;SRC-0131,Item12,M1-1.0.0
202504-2060-006,provenance,9,15,Current population and ECI update; legacy CEM capital inputs incomplete.,SRC-0130;SRC-0131,Items12–15 and footnotes,M1-1.0.0
202504-2060-006,segmentation,14,15,Six monitoring models and permitting/trading roles; overlapping add-on models identified.,SRC-0130;SRC-0131,Item12,M1-1.0.0
202504-2060-006,labor,6,10,"Same differentiated wage method as CSAPR, incomplete original loading provenance.",SRC-0130;SRC-0131,Item12,M1-1.0.0
202504-2060-006,item13,7,10,Explicit7% annuity convention and separate outside contracts; missing life/principal prevents reconstruction of unit annuities.,SRC-0130;SRC-0131,Item13,M1-1.0.0
202504-2060-006,item14,6,10,"Workload, grade, contractor and system costs explicit; state authority mixed into federal aggregate and table errors.",SRC-0130;SRC-0131,Item14,M1-1.0.0
202504-2060-006,item15,4,10,Percentage changes and reasons only.,SRC-0130;SRC-0131,Item15,M1-1.0.0
202504-2060-006,validation,3,5,Industry consultation and program observations; underlying cost evidence mostly not published here.,SRC-0130;SRC-0131,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202504-2060-006,consistency,2,5,Federal permits/NOx tables conflict with prose and totals; overlapping monitoring counts require care.,SRC-0130;SRC-0131,Items12–15 and ROCIS summary,M1-1.0.0
202504-3235-016,reproducibility,15,20,"Footnote equations detailed but stale subgroup counts, rounded minutes and summary dollars do not reconcile.",SRC-0149;SRC-0150,Item12,M1-1.0.0
202504-3235-016,provenance,11,15,IARD December2024 precise FormADV fields and99th-percentile winsorization; SIFMA2013 wage baseline opaque.,SRC-0149;SRC-0150,Items12–15 and footnotes,M1-1.0.0
202504-3235-016,segmentation,14,15,"Three adviser groups and audit/notice obligations segmented, including nonduplicative internal-control reports.",SRC-0149;SRC-0150,Item12,M1-1.0.0
202504-3235-016,labor,5,10,"Two occupations and loading factors, but inflation multiplier and underlying SIFMA rates unavailable.",SRC-0149;SRC-0150,Item12,M1-1.0.0
202504-3235-016,item13,7,10,Tiered audit fees and internal-control exclusions explicit; price provenance and subgroup definitions inconsistent.,SRC-0149;SRC-0150,Item13,M1-1.0.0
202504-3235-016,item14,5,10,No additional federal cost asserted; plausible private third-party audit scope but not explained in detail.,SRC-0149;SRC-0150,Item14,M1-1.0.0
202504-3235-016,item15,7,10,"Old/new totals and activity changes stated, but input contributions not isolated.",SRC-0149;SRC-0150,Item15,M1-1.0.0
202504-3235-016,validation,3,5,Administrative population and earlier accountant consultations; assumptions and winsorized totals not validated.,SRC-0149;SRC-0150,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202504-3235-016,consistency,1,5,"Multiple population and cost contradictions, including1.217million labor difference.",SRC-0149;SRC-0150,Items12–15 and ROCIS summary,M1-1.0.0
202505-1218-008,reproducibility,17,20,CFR activity and medical/exposure counts mostly reconstruct; cost inflation error.,SRC-0132;SRC-0133,Item12,M1-1.0.0
202505-1218-008,provenance,11,15,"OEWS2023 SOCs, CBP2020/2022 industry growth, JOLTS2023 and CPI endpoints; legacy coefficients remain.",SRC-0132;SRC-0133,Items12–15 and footnotes,M1-1.0.0
202505-1218-008,segmentation,14,15,"Industry, exposure class, examination type and job role segmented.",SRC-0132;SRC-0133,Item12,M1-1.0.0
202505-1218-008,labor,7,10,Three SOC rates divided by.704 wage share; occupational choice explicit.,SRC-0132;SRC-0133,Item12,M1-1.0.0
202505-1218-008,item13,7,10,Samples and examinations priced separately; recurrent services mislabeled capital and exam price update inconsistent.,SRC-0132;SRC-0133,Item13,M1-1.0.0
202505-1218-008,item14,7,10,Explicit exclusion of inspection investigations; zero depends on stated narrow collection scope.,SRC-0132;SRC-0133,Item14,M1-1.0.0
202505-1218-008,item15,8,10,"Old/new activity table exactly explains452-hour decline, with cost and population reasons.",SRC-0132;SRC-0133,Item15,M1-1.0.0
202505-1218-008,validation,3,5,Administrative exposure baseline plus official proxies; inherited shares lack current validation.,SRC-0132;SRC-0133,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202505-1218-008,consistency,3,5,Hour bridge coherent;2.46% medical price claim does not produce227 from204.,SRC-0132;SRC-0133,Items12–15 and ROCIS summary,M1-1.0.0
202505-2060-004,reproducibility,17,20,Task-level manager and technical hours reconstruct workload; costs use rounded unit dollars.,SRC-0115;SRC-0116,Item12,M1-1.0.0
202505-2060-004,provenance,9,15,"ECI endpoints and ECEC cited, but original industry wage basis and legacy equipment model inputs incomplete.",SRC-0115;SRC-0116,Items12–15 and footnotes,M1-1.0.0
202505-2060-004,segmentation,14,15,"Monitoring technologies, sources and state processing separated.",SRC-0115;SRC-0116,Item12,M1-1.0.0
202505-2060-004,labor,6,10,Two private and two state rates; ECI updating explicit but base loading not reproduced.,SRC-0115;SRC-0116,Item12,M1-1.0.0
202505-2060-004,item13,7,10,Equipment and recurring test contracts separated; annual capital unit costs lack useful-life/principal derivation.,SRC-0115;SRC-0116,Item13,M1-1.0.0
202505-2060-004,item14,8,10,"GS13/8 plus supervisory allocation, workload and shared-system exclusion explicit.",SRC-0115;SRC-0116,Item14,M1-1.0.0
202505-2060-004,item15,5,10,Net changes and reasons but not a quantified driver decomposition.,SRC-0115;SRC-0116,Item15,M1-1.0.0
202505-2060-004,validation,3,5,Utility consultation and observed program populations; limited reproducible uncertainty.,SRC-0115;SRC-0116,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202505-2060-004,consistency,4,5,Hours and cost rows largely reconcile; state/federal and shared program boundaries explicit.,SRC-0115;SRC-0116,Items12–15 and ROCIS summary,M1-1.0.0
202505-3060-038,reproducibility,18,20,15filingcategories andAppendixfeequantitytable; totalhoursreconstructible fromdetailedrows.,SRC-0067;SRC-0068,Item12,M1-1.0.0
202505-3060-038,provenance,8,15,FeesandGSgrades precise;60inhousewage unsourced;smallfirmoutsideratesurvey datedetailsabsent.,SRC-0067;SRC-0068,Items12–15 and footnotes,M1-1.0.0
202505-3060-038,segmentation,14,15,License/applicationtypeandengineer/legal split; taskhoursmeaningful.,SRC-0067;SRC-0068,Item12,M1-1.0.0
202505-3060-038,labor,3,10,60inhouse flat salarywithoutbenefits; outsideprofessionalfeeweights separatecorrectly.,SRC-0067;SRC-0068,Item12,M1-1.0.0
202505-3060-038,item13,8,10,899outsidefilings*9.3hours*275 andfees; rounds8360.7to8361beforecost.,SRC-0067;SRC-0068,Item13,M1-1.0.0
202505-3060-038,item14,6,10,"Ninefederalstaffrows exposegrade*staff*time;sumdoesnotmatchprosetotal, andunweightedhourstotalmisleading.",SRC-0067;SRC-0068,Item14,M1-1.0.0
202505-3060-038,item15,8,10,4responses128hoursnewrulechange explicitandnoItem13effect.,SRC-0067;SRC-0068,Item15,M1-1.0.0
202505-3060-038,validation,3,5,Agencyfilingexperience andsmallDCfirmpriceconsultation; no timingmeasurement.,SRC-0067;SRC-0068,Items8 and12–15; cited consultation/method documents,M1-1.0.0
202505-3060-038,consistency,1,5,Federal narrative2818723.53 versus2881331.03table; GS12analystrow1508*55.07 mismatch.,SRC-0067;SRC-0068,Items12–15 and ROCIS summary,M1-1.0.0
202506-0551-003,reproducibility,18,20,Five respondent activities and seven government rows reproduce totals.,SRC-0151;SRC-0152,Item12,M1-1.0.0
